epoch,train_acc_1011,train_acc_123,train_acc_42,train_acc_456,train_acc_789,test_acc_1011,test_acc_123,test_acc_42,test_acc_456,test_acc_789,mean_train_acc,mean_test_acc,min_std_train,max_std_train,min_std_test,max_std_test
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.1155,0.0,0.0,0.0,0.0,0.1151,0.0,0.0,0.0,0.0,0.023100000000000002,0.02302,-0.02302,0.06906,-0.023100000000000002,0.0693
10,0.12932,0.0,0.03008,0.12579,0.0,0.1419,0.0,0.028300000000000002,0.1404,0.0,0.057038,0.062119999999999995,-0.0032316457329117365,0.12747164573291173,-0.0015878060584244708,0.11566380605842447
11,0.12767,0.0,0.1254,0.12737,0.08187,0.1416,0.0,0.14029999999999998,0.1378,0.08130000000000001,0.092462,0.1002,0.0451854928223473,0.1552145071776527,0.04305654386406295,0.14186745613593704
12,0.13458,0.0,0.12381,0.13148,0.13367,0.1494,0.0,0.1359,0.1429,0.1422,0.10470800000000002,0.11408,0.05688002097902483,0.17127997902097516,0.05221699985711838,0.15719900014288166
13,0.15202,0.00984,0.12065,0.12484,0.12248,0.16140000000000002,0.014499999999999999,0.1417,0.1362,0.13140000000000002,0.105966,0.11703999999999999,0.06476439957303215,0.16931560042696783,0.056558027525914406,0.1553739724740856
14,0.17341,0.10825,0.1292,0.15202,0.12504,0.1867,0.1198,0.14400000000000002,0.1718,0.1409,0.137584,0.15264000000000003,0.1288991828278806,0.17638081717211945,0.1148682463475235,0.16029975365247653
15,0.1971,0.12381,0.13458,0.16435,0.13719,0.2109,0.13949999999999999,0.15539999999999998,0.1856,0.14429999999999998,0.151406,0.16714,0.14001373228768837,0.19426626771231165,0.12494003347693497,0.17787196652306506
16,0.28134,0.1419,0.16909,0.2225,0.14743,0.294,0.1607,0.18489999999999998,0.2489,0.1565,0.19245199999999998,0.209,0.15517257204732887,0.2628274279526711,0.13966520793986434,0.24523879206013563
17,0.36262,0.17492,0.17986,0.27876,0.16597,0.3832,0.1999,0.1963,0.2953,0.1771,0.23242600000000002,0.25036,0.17225520885374576,0.32846479114625426,0.1555054676045466,0.30934653239545346
18,0.42481,0.20159,0.28119,0.3189,0.21746,0.4376,0.2379,0.3109,0.34759999999999996,0.2268,0.28879,0.31216,0.23496718686302462,0.38935281313697534,0.20859321527642144,0.36898678472357854
19,0.50181,0.2654,0.33502,0.41625,0.25328,0.5186,0.284,0.36729999999999996,0.45039999999999997,0.266,0.354352,0.37726,0.2808215512360345,0.4736984487639655,0.26046168326818786,0.44824231673181214
20,0.57651,0.31206,0.41925,0.49463,0.33355,0.6045,0.34450000000000003,0.4562,0.5225,0.3538,0.4272,0.4563,0.3569509386053396,0.5556490613946604,0.3282747498360505,0.5261252501639495
21,0.61599,0.37873,0.51108,0.4981,0.39367,0.6636,0.4103,0.5204,0.5566,0.4127,0.479514,0.5127200000000001,0.4175957990835141,0.607844200916486,0.3929182064301042,0.5661097935698958
22,0.63903,0.4346,0.5228,0.59355,0.48513,0.6890999999999999,0.46549999999999997,0.5582,0.6525,0.5065999999999999,0.535022,0.57438,0.48955761144603394,0.6592023885539661,0.4615831031128599,0.6084608968871401
23,0.64561,0.55968,0.57315,0.63432,0.56348,0.7118000000000001,0.5837,0.627,0.6975,0.5879,0.595248,0.64158,0.5877244376131862,0.6954355623868139,0.5583005717268441,0.6321954282731559
24,0.68147,0.58222,0.63363,0.64001,0.5961,0.735,0.6405,0.6733,0.731,0.6144,0.626686,0.6788399999999999,0.6308238110633506,0.7268561889366492,0.5916438444726926,0.6617281555273073
25,0.69957,0.63016,0.66593,0.65013,0.61401,0.7584000000000001,0.6983,0.6990000000000001,0.7342,0.6446,0.65196,0.7069000000000001,0.6683897416264186,0.7454102583735815,0.6223604581116531,0.6815595418883469
26,0.68279,0.63905,0.66941,0.6615,0.63607,0.7569,0.7043,0.6972,0.7559999999999999,0.6811,0.657764,0.7191000000000001,0.6876894922040411,0.7505105077959591,0.639893739117741,0.6756342608822591
27,0.68312,0.68508,0.68493,0.68205,0.64183,0.7613,0.7559999999999999,0.7461,0.7757999999999999,0.6990999999999999,0.675402,0.74766,0.7215526370538884,0.7737673629461116,0.6585776778442636,0.6922263221557363
28,0.72655,0.68317,0.67099,0.69595,0.68148,0.7935,0.7453,0.7646,0.7933,0.7387999999999999,0.6916279999999999,0.7670999999999999,0.7440098289309064,0.7901901710690934,0.6724515953317625,0.7108044046682374
29,0.70879,0.67492,0.68619,0.69437,0.69236,0.7909,0.7461,0.7559999999999999,0.7985,0.7592,0.691326,0.7701399999999999,0.7494866128685873,0.7907933871314126,0.6802728400898205,0.7023791599101795
30,0.72096,0.69429,0.72673,0.68489,0.70195,0.7996,0.7802,0.7803,0.7837000000000001,0.7519,0.705764,0.77914,0.763752394598249,0.7945276054017512,0.6899373470373549,0.721590652962645
31,0.71175,0.68444,0.71849,0.70259,0.7189,0.7992,0.78,0.7813,0.8047,0.7641,0.7072339999999999,0.78586,0.7712892622012474,0.8004307377987526,0.6943940582555839,0.720073941744416
32,0.70846,0.71968,0.72419,0.71081,0.70963,0.8128,0.7870999999999999,0.7988,0.8081999999999999,0.7931,0.714554,0.7999999999999999,0.7905497089991894,0.8094502910008105,0.7083165562928392,0.7207914437071609
33,0.72063,0.73206,0.72894,0.72788,0.71346,0.8210999999999999,0.7983,0.8,0.8165,0.7944,0.724594,0.8060600000000001,0.7954008067847517,0.8167191932152486,0.7178842172911486,0.7313037827088513
