epoch,train_acc_1011,train_acc_123,train_acc_42,train_acc_456,train_acc_789,test_acc_1011,test_acc_123,test_acc_42,test_acc_456,test_acc_789,mean_train_acc,mean_test_acc,min_std_train,max_std_train,min_std_test,max_std_test
33,0.82629,0.81228,0.81703,0.82698,0.85074,0.8561,0.8518000000000001,0.8623000000000001,0.8565999999999999,0.856,0.8266640000000001,0.85656,0.8532094179610104,0.8599105820389896,0.8134004641215097,0.8399275358784904
34,0.83487,0.81036,0.83905,0.81175,0.82293,0.8578,0.8552,0.8637999999999999,0.8631,0.8656,0.8237920000000001,0.8610999999999999,0.8571696056177527,0.865030394382247,0.8121155272449254,0.8354684727550747
35,0.84852,0.76719,0.82934,0.8327,0.83591,0.8615,0.8656999999999999,0.862,0.8667,0.8673000000000001,0.822732,0.86464,0.8622204132584261,0.8670595867415738,0.7942131603321594,0.8512508396678407
36,0.8336,0.84554,0.84132,0.83111,0.86774,0.8583,0.8701000000000001,0.8690000000000001,0.8678,0.8747,0.843862,0.86798,0.8626054674621879,0.873354532537812,0.8308438704876623,0.8568801295123377
37,0.81708,0.82667,0.83582,0.81238,0.84827,0.8656,0.8693000000000001,0.8721,0.8633,0.8732,0.828044,0.8686999999999999,0.8649333038349237,0.8724666961650761,0.8151055664008351,0.8409824335991649
38,0.84757,0.84522,0.84812,0.83175,0.87268,0.8763,0.8683,0.8779,0.8740000000000001,0.8729,0.8490680000000002,0.8738800000000001,0.8705897720443715,0.8771702279556287,0.835836299580175,0.8622997004198253
39,0.85805,0.81836,0.85233,0.78413,0.86218,0.8768,0.8695,0.8747,0.8734000000000001,0.8803,0.8350100000000001,0.8749400000000002,0.8713563705548706,0.8785236294451297,0.80522735471789,0.8647926452821103
40,0.85297,0.85002,0.85687,0.84254,0.85105,0.8711,0.8782,0.8711,0.8753,0.8786,0.85069,0.87486,0.8715854924034291,0.8781345075965709,0.845991238461041,0.8553887615389589
41,0.84185,0.86313,0.83549,0.82762,0.87948,0.879,0.8751000000000001,0.8839,0.8734999999999999,0.8776999999999999,0.8495139999999999,0.8778400000000002,0.8742502367766106,0.8814297632233897,0.8304451074259671,0.8685828925740327
42,0.85011,0.83946,0.85589,0.85429,0.84734,0.8854000000000001,0.8776,0.88,0.8776999999999999,0.8811,0.849418,0.8803599999999999,0.8775044089928702,0.8832155910071297,0.8435942232185634,0.8552417767814366
43,0.84281,0.83818,0.83582,0.84571,0.87145,0.8856999999999999,0.8792,0.8779,0.8809999999999999,0.8813,0.846794,0.8810199999999998,0.8783731905999863,0.8836668094000133,0.8339909119350057,0.8595970880649944
44,0.86091,0.85353,0.86561,0.86,0.85321,0.8809999999999999,0.8839,0.8758,0.8831,0.8883,0.858652,0.88242,0.878344021589851,0.8864959784101489,0.8539365004506415,0.8633674995493584
45,0.859,0.83658,0.86237,0.82952,0.83375,0.879,0.8795000000000001,0.8815000000000001,0.8844,0.8815999999999999,0.844244,0.8812,0.8792910736001616,0.8831089263998384,0.8305915385369524,0.8578964614630475
46,0.86408,0.86185,0.84359,0.82603,0.85352,0.8863,0.8844,0.8828,0.8795000000000001,0.8906000000000001,0.849814,0.8847200000000001,0.8810292548177909,0.8884107451822092,0.835910508927611,0.8637174910723889
47,0.85297,0.85545,0.82837,0.85238,0.85167,0.8875,0.8867,0.8862000000000001,0.8797,0.8815000000000001,0.848168,0.8843200000000001,0.8812020519568153,0.8874379480431849,0.8381874942011941,0.858148505798806
48,0.85805,0.84138,0.86367,0.87111,0.83282,0.8803,0.8815000000000001,0.8901,0.8833,0.8922,0.853406,0.8854799999999999,0.8807065735577051,0.8902534264422948,0.8392020842018829,0.8676099157981171
49,0.85106,0.85193,0.85071,0.82921,0.86712,0.8845999999999999,0.8852,0.8898,0.8833,0.8933,0.8500059999999999,0.88724,0.8835001604312485,0.8909798395687516,0.8379174027281905,0.8620945972718094
