epoch,train_acc_1011,train_acc_123,train_acc_42,train_acc_456,train_acc_789,test_acc_1011,test_acc_123,test_acc_42,test_acc_456,test_acc_789,mean_train_acc,mean_test_acc,min_std_train,max_std_train,min_std_test,max_std_test
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.12099,0.116,0.06578,0.0,0.0,0.1229,0.1317,0.0706,0.0,0.060554,0.06504,0.007973982090915085,0.12210601790908492,0.00747358191573845,0.11363441808426154
9,0.1228,0.13168,0.12513,0.13322,0.0,0.1352,0.1417,0.138,0.1398,0.0,0.102566,0.11094,0.05542864620638405,0.16645135379361595,0.05113521948871474,0.15399678051128526
10,0.13319,0.13269,0.12411,0.12924,0.11815,0.1432,0.1427,0.1404,0.1411,0.1234,0.12747599999999998,0.13816,0.13070973825963142,0.1456102617403686,0.12179706488855523,0.13315493511144472
11,0.13571,0.14405,0.13324,0.13953,0.13642,0.1452,0.1552,0.1487,0.1533,0.1411,0.13779,0.1487,0.1435343441849074,0.1538656558150926,0.13407190909202046,0.14150809090797953
12,0.14767,0.15341,0.15015,0.19169,0.1374,0.1663,0.1729,0.16690000000000002,0.1999,0.14859999999999998,0.156064,0.17092,0.15431007525604043,0.18752992474395955,0.13746273595693026,0.17466526404306976
13,0.18042,0.22393,0.19276,0.1897,0.14491,0.1932,0.2409,0.207,0.21059999999999998,0.1604,0.186344,0.20242,0.17626932888050478,0.2285706711194952,0.16097864835646863,0.21170935164353138
14,0.21411,0.25401,0.23301,0.24751,0.17232,0.2195,0.2755,0.2489,0.27149999999999996,0.1804,0.224192,0.23916000000000004,0.20366185356951721,0.27465814643048286,0.19485618407475258,0.2535278159252474
15,0.25567,0.31217,0.29523,0.28571,0.19289,0.2802,0.3226,0.3293,0.3135,0.1991,0.26833399999999996,0.28894000000000003,0.24095514405565027,0.3369248559443498,0.22638381735439042,0.31028418264560953
16,0.36209,0.35094,0.36321,0.38439,0.25718,0.3575,0.3617,0.3947,0.38530000000000003,0.2655,0.34356200000000003,0.35294000000000003,0.30703934205264594,0.3988406579473541,0.29903663401610275,0.3880873659838973
17,0.43388,0.39004,0.4579,0.42824,0.27383,0.4507,0.4171,0.4694,0.4428,0.28350000000000003,0.39677799999999996,0.41269999999999996,0.34595136705519725,0.47944863294480267,0.3315646178150527,0.46199138218494723
18,0.50567,0.47828,0.54684,0.47841,0.36815,0.5175,0.47490000000000004,0.5663,0.4941,0.37810000000000005,0.47546999999999995,0.48617999999999995,0.42409713924117215,0.5482628607588277,0.41624190024996577,0.5346980997500341
19,0.58407,0.54479,0.59689,0.52724,0.46834,0.598,0.5363,0.6267,0.5661999999999999,0.4756,0.544266,0.56056,0.5083779877735631,0.6127420122264368,0.4986402166752175,0.5898917833247825
20,0.6039,0.59392,0.61989,0.60133,0.52937,0.6181,0.5965,0.6865000000000001,0.6335000000000001,0.5433,0.589682,0.61558,0.5687920357356724,0.6623679642643276,0.5583583709637596,0.6210056290362405
21,0.66058,0.62032,0.69834,0.63721,0.60933,0.6876000000000001,0.6537999999999999,0.7261,0.6675,0.6235,0.645156,0.6717,0.6374262199341829,0.705973780065817,0.6134387941962095,0.6768732058037904
22,0.69364,0.68917,0.68921,0.66379,0.64426,0.7206999999999999,0.7211,0.7306,0.7155,0.6798000000000001,0.6760140000000001,0.71354,0.695980432807156,0.7310995671928439,0.6569581173387326,0.6950698826612677
23,0.69553,0.71858,0.69868,0.65814,0.66808,0.7315999999999999,0.7263,0.7604000000000001,0.7240000000000001,0.7234999999999999,0.6878019999999999,0.73316,0.7192407184093431,0.747079281590657,0.6659199083266704,0.7096840916733295
24,0.72576,0.74031,0.70747,0.75648,0.70398,0.775,0.753,0.7792,0.7659999999999999,0.7188,0.7268,0.7584,0.7366593468359388,0.7801406531640611,0.7070065394637521,0.7465934605362479
25,0.76071,0.71324,0.73318,0.74551,0.72095,0.7581,0.7784,0.8018000000000001,0.7862,0.7462000000000001,0.734718,0.77414,0.754307743446597,0.7939722565534031,0.7177163584321984,0.7517196415678016
26,0.75724,0.73763,0.73351,0.77375,0.75751,0.7807999999999999,0.7687999999999999,0.7936,0.7938,0.7781999999999999,0.751928,0.78304,0.7734638629917904,0.7926161370082095,0.7372362929514641,0.766619707048536
27,0.78086,0.76036,0.75042,0.78505,0.76567,0.7962,0.7881,0.8076000000000001,0.8140999999999999,0.7912,0.768472,0.7994399999999999,0.7895557499019905,0.8093242500980093,0.755604808542654,0.7813391914573461
28,0.76417,0.73897,0.76294,0.7814,0.74445,0.81,0.7706000000000001,0.8298000000000001,0.8139,0.7957,0.758386,0.8039999999999999,0.784079658637463,0.8239203413625369,0.7431871124091268,0.7735848875908732
29,0.78684,0.78576,0.74231,0.78738,0.77546,0.8066,0.8076000000000001,0.8261,0.8258,0.8209000000000001,0.77555,0.8174000000000001,0.8087839684308844,0.8260160315691158,0.7583653393981725,0.7927346606018274
30,0.81549,0.79311,0.74062,0.80133,0.80124,0.8281999999999999,0.8242,0.8284999999999999,0.8238,0.8206,0.790358,0.82506,0.8220964885692814,0.8280235114307186,0.7644664481731975,0.8162495518268025
31,0.82305,0.79679,0.77308,0.79435,0.79178,0.8368000000000001,0.8212,0.8356999999999999,0.8336,0.8341,0.7958100000000001,0.8322800000000001,0.8266240650640236,0.8379359349359766,0.7798224836200242,0.8117975163799761
32,0.81612,0.79044,0.77579,0.78173,0.78819,0.8370000000000001,0.8358,0.8458,0.8315,0.8329000000000001,0.7904539999999999,0.8366000000000001,0.8315972007835614,0.8416027992164389,0.7766336489190758,0.8042743510809239
