epoch,train_acc_1011,train_acc_123,train_acc_42,train_acc_456,train_acc_789,test_acc_1011,test_acc_123,test_acc_42,test_acc_456,test_acc_789,mean_train_acc,mean_test_acc,min_std_train,max_std_train,min_std_test,max_std_test
0,0.11742,0.15589,0.11945,0.1438,0.14063,0.057,0.1272,0.0501,0.138,0.1143,0.135438,0.09732,0.060737413978779464,0.13390258602122054,0.12063645494551328,0.15023954505448672
1,0.21826,0.23199,0.22093,0.23476,0.20926,0.1743,0.1551,0.149,0.18489999999999998,0.1696,0.22304,0.16658,0.15357855392658187,0.17958144607341814,0.21371637624096723,0.23236362375903274
2,0.35054,0.32221,0.3281,0.32862,0.33252,0.2991,0.2082,0.2457,0.2756,0.26489999999999997,0.332398,0.2587,0.22812072597330013,0.28927927402669984,0.32274721267460527,0.3420487873253948
3,0.47021,0.42492,0.43063,0.47113,0.49771,0.4335,0.3276,0.35229999999999995,0.42310000000000003,0.45890000000000003,0.45892,0.39908,0.34880498035803464,0.44935501964196534,0.43157942063525356,0.4862605793647464
4,0.57334,0.524,0.56098,0.58024,0.59499,0.5877,0.4829,0.5374,0.5795,0.5820000000000001,0.56671,0.5539,0.5141491257957764,0.5936508742042235,0.5426943667582969,0.5907256332417032
5,0.626,0.5885,0.62562,0.64547,0.6452,0.6406999999999999,0.5626,0.6114999999999999,0.6579,0.6489,0.626158,0.62432,0.5897546763359577,0.6588853236640423,0.6054023237643289,0.6469136762356711
6,0.66272,0.64101,0.67401,0.66426,0.66306,0.6899,0.6509999999999999,0.684,0.6807,0.6762999999999999,0.661012,0.67638,0.6629362802766495,0.6898237197233504,0.6501797418789986,0.6718442581210015
7,0.68007,0.67057,0.69642,0.69115,0.69392,0.7119,0.6881,0.7099,0.7084,0.7132,0.686426,0.7062999999999999,0.6970525138551064,0.7155474861448935,0.6767289105397547,0.6961230894602453
8,0.7008,0.68751,0.71708,0.70362,0.70155,0.726,0.6965,0.7237,0.7376999999999999,0.7304,0.702112,0.72286,0.70884221130135,0.73687778869865,0.6927144398911206,0.7115095601088793
9,0.71054,0.70113,0.71608,0.71681,0.71879,0.7461,0.7273999999999999,0.7267,0.7454000000000001,0.7474,0.7126699999999999,0.7386,0.7291450542042802,0.7480549457957199,0.7062835988224978,0.719056401177502
10,0.7222,0.71272,0.73176,0.72084,0.72406,0.7555,0.7448,0.7542,0.7606,0.7524,0.722316,0.7535000000000001,0.7483658009388027,0.7586341990611974,0.7162085304749021,0.7284234695250978
11,0.72184,0.719,0.72942,0.73171,0.73359,0.7602,0.7475,0.7629,0.772,0.7686,0.727112,0.76224,0.7537833812903738,0.7706966187096262,0.7214193471913352,0.7328046528086648
12,0.73088,0.72075,0.74392,0.73209,0.74233,0.7705,0.7589,0.7623000000000001,0.7745000000000001,0.7696,0.7339939999999999,0.7671600000000001,0.7614533021807705,0.7728666978192297,0.7255472240470106,0.7424407759529893
13,0.73307,0.72943,0.74689,0.73501,0.73588,0.7776000000000001,0.7696,0.7759999999999999,0.7841,0.7792,0.7360559999999999,0.7773,0.7725900106157232,0.7820099893842768,0.7302024417658999,0.7419095582341
14,0.73639,0.73419,0.74634,0.7457,0.74516,0.7827,0.7674,0.7812,0.7824,0.7857,0.7415560000000001,0.77988,0.7734664518400499,0.7862935481599501,0.7363792496679867,0.7467327503320135
15,0.74255,0.73591,0.74497,0.74172,0.74477,0.7837999999999999,0.7742,0.7856000000000001,0.7893000000000001,0.7877,0.741984,0.78412,0.7788219248778449,0.7894180751221552,0.7386988357727504,0.7452691642272495
16,0.73987,0.74275,0.75344,0.74848,0.75001,0.7922,0.779,0.7940999999999999,0.7925,0.7931999999999999,0.74691,0.7901999999999999,0.7845619152187998,0.7958380847812,0.7419788135301938,0.7518411864698061
17,0.74777,0.741,0.75702,0.74686,0.7503,0.795,0.7825,0.7938,0.7914,0.7925,0.7485900000000001,0.79104,0.7866017120417891,0.7954782879582109,0.7433888001384297,0.7537911998615705
18,0.74687,0.74624,0.75852,0.74792,0.7496,0.795,0.7846,0.7998999999999999,0.7956,0.79,0.74983,0.7930200000000001,0.7877678004607593,0.7982721995392408,0.7453385236280261,0.7543214763719739
19,0.74602,0.74566,0.75662,0.74595,0.75705,0.7946,0.7848,0.7893000000000001,0.7961,0.7922,0.75026,0.7914000000000001,0.7873765686286456,0.7954234313713546,0.744888456460197,0.7556315435398031
20,0.75115,0.75234,0.75678,0.74923,0.75125,0.7965000000000001,0.7937000000000001,0.7877,0.7918000000000001,0.7959,0.75215,0.7931200000000002,0.7899385537879764,0.7963014462120239,0.7496277232507117,0.7546722767492883
21,0.74687,0.74925,0.76004,0.75421,0.75862,0.7970999999999999,0.7931999999999999,0.799,0.8025,0.8007,0.753798,0.7985,0.7953018755496385,0.8016981244503615,0.7486781273453337,0.7589178726546663
22,0.74785,0.7473,0.7617,0.75659,0.75854,0.8039000000000001,0.7929999999999999,0.8009999999999999,0.8016,0.8016,0.7543960000000001,0.80022,0.7964759914530012,0.8039640085469989,0.7485901732716176,0.7602018267283825
