epoch,train_acc_1011,train_acc_123,train_acc_42,train_acc_456,train_acc_789,test_acc_1011,test_acc_123,test_acc_42,test_acc_456,test_acc_789,mean_train_acc,mean_test_acc,min_std_train,max_std_train,min_std_test,max_std_test
0,0.15941,0.15235,0.15503,0.1586,0.15646,0.1467,0.1414,0.1313,0.1423,0.1411,0.15636999999999998,0.14056,0.13551080204388855,0.14560919795611144,0.1538331279102012,0.15890687208979876
1,0.25831,0.2948,0.28565,0.26555,0.2367,0.2073,0.22210000000000002,0.2069,0.2016,0.152,0.26820199999999994,0.19798,0.17399889076793984,0.22196110923206014,0.2476635137850911,0.2887404862149088
2,0.43528,0.43018,0.41382,0.40009,0.35749,0.3761,0.3381,0.3172,0.2938,0.242,0.40737199999999996,0.31344,0.2686339022007049,0.3582460977992951,0.379508477322492,0.4352355226775079
3,0.59227,0.56834,0.57351,0.52631,0.49098,0.5585,0.5145000000000001,0.5172,0.4743,0.3954,0.5502819999999999,0.49198,0.43682859385292155,0.5471314061470784,0.5136213740369862,0.5869426259630137
4,0.65455,0.66509,0.6613,0.6434,0.60203,0.6304,0.6173,0.6204,0.6134000000000001,0.5589,0.645274,0.60808,0.5828532364342945,0.6333067635657054,0.622430593423922,0.668117406576078
5,0.6993,0.69558,0.70559,0.69569,0.67041,0.6892,0.665,0.6768000000000001,0.6672,0.6542,0.693314,0.67048,0.6586799322035846,0.6822800677964154,0.6812981294947057,0.7053298705052943
6,0.725,0.72731,0.73479,0.72029,0.71043,0.7226,0.7012999999999999,0.7125,0.6990000000000001,0.6998000000000001,0.723564,0.70704,0.6978537929481206,0.7162262070518794,0.7154975420412674,0.7316304579587326
7,0.74749,0.74537,0.74845,0.73844,0.73539,0.74,0.7348,0.7358,0.7252,0.723,0.743028,0.7317600000000001,0.7252295788803478,0.7382904211196524,0.7378476278125988,0.7482083721874012
8,0.75695,0.75987,0.76421,0.75539,0.73849,0.7532,0.7474,0.7556999999999999,0.7441,0.7428,0.7549819999999999,0.74864,0.7436023021130679,0.7536776978869321,0.7462061914332637,0.7637578085667361
9,0.76523,0.77339,0.77722,0.76442,0.75399,0.7629,0.7646999999999999,0.7615999999999999,0.7562000000000001,0.7494,0.7668499999999999,0.7589600000000001,0.7534020867225191,0.7645179132774811,0.7587974550606655,0.7749025449393343
10,0.77523,0.77951,0.78172,0.7699,0.76439,0.7774,0.7702,0.7745000000000001,0.768,0.7648,0.7741499999999999,0.7709800000000001,0.7664791556347726,0.7754808443652276,0.7678172123042059,0.7804827876957939
11,0.78646,0.79409,0.79258,0.78099,0.76427,0.7859999999999999,0.7818,0.7797,0.7844,0.7761,0.7836780000000001,0.7816,0.7781042883414103,0.7850957116585896,0.7729142582714004,0.7944417417285998
12,0.78435,0.7962,0.79447,0.78877,0.78215,0.7923,0.7915000000000001,0.7928000000000001,0.7852,0.7797,0.789188,0.7883000000000001,0.7831998039253378,0.7934001960746624,0.7837074511223784,0.7946685488776216
13,0.79142,0.79887,0.79815,0.78785,0.7862,0.7951999999999999,0.7944,0.7948000000000001,0.7931999999999999,0.7877,0.792498,0.79306,0.7902976821327008,0.7958223178672992,0.7873022655957026,0.7976937344042975
14,0.79684,0.80203,0.80155,0.79169,0.78503,0.8011,0.7939,0.8009000000000001,0.7964,0.7909,0.795428,0.7966400000000001,0.7926763653044209,0.8006036346955794,0.7890225323355746,0.8018334676644254
15,0.79242,0.80717,0.80584,0.79089,0.79235,0.8016,0.7976000000000001,0.7998999999999999,0.7958,0.7962,0.7977339999999999,0.79822,0.7960033358396005,0.8004366641603996,0.7905393947988787,0.8049286052011212
16,0.79625,0.80624,0.8073,0.79289,0.79566,0.8075,0.8022,0.8059999999999999,0.799,0.7996,0.7996679999999999,0.8028600000000001,0.7994732021022802,0.80624679789772,0.7937497793214514,0.8055862206785485
