epoch,train_acc_1011,train_acc_123,train_acc_42,train_acc_456,train_acc_789,test_acc_1011,test_acc_123,test_acc_42,test_acc_456,test_acc_789,mean_train_acc,mean_test_acc,min_std_train,max_std_train,min_std_test,max_std_test
0,0.1465,0.14923,0.15219,0.16679,0.14678,0.1348,0.1389,0.1417,0.1452,0.1378,0.152298,0.13968,0.13614423982713758,0.14321576017286242,0.14476796042507079,0.1598280395749292
1,0.2468,0.2209,0.25581,0.28379,0.24287,0.1916,0.1726,0.1753,0.1884,0.184,0.250034,0.18238,0.17503632244716585,0.18972367755283412,0.22962125241423878,0.27044674758576115
2,0.3608,0.35615,0.36514,0.37928,0.37145,0.294,0.26940000000000003,0.26899999999999996,0.2836,0.3188,0.366564,0.28696,0.2684908256816933,0.3054291743183067,0.35844892119569993,0.37467907880430007
3,0.52673,0.48309,0.46842,0.50653,0.51937,0.4966,0.425,0.3775,0.4517,0.45289999999999997,0.500828,0.44074,0.4016622006760872,0.47981779932391283,0.4788637231851354,0.5227922768148647
4,0.62101,0.59958,0.54892,0.61636,0.61285,0.6175999999999999,0.5770000000000001,0.4913,0.5879,0.6023,0.5997439999999999,0.5752200000000001,0.5310931193035358,0.6193468806964644,0.5733500335682565,0.6261379664317434
5,0.67117,0.65238,0.61246,0.66867,0.66246,0.6675,0.6439,0.5922,0.6551,0.6659,0.6534280000000001,0.64492,0.6172285283886898,0.6726114716113103,0.6319424258629192,0.6749135741370811
6,0.69707,0.68147,0.66899,0.69824,0.69622,0.6927,0.6809999999999999,0.662,0.6931,0.7016,0.6883980000000001,0.6860799999999999,0.6723714041565154,0.6997885958434844,0.6769269941155974,0.6998690058844027
7,0.71311,0.70492,0.68851,0.72309,0.70786,0.7164,0.7148,0.6984,0.7214,0.7245999999999999,0.707498,0.71512,0.7060579031124138,0.7241820968875862,0.6961672782224608,0.7188287217775391
8,0.72886,0.72537,0.70601,0.72739,0.72412,0.7426,0.7422,0.7189,0.7325,0.7471,0.7223499999999999,0.73666,0.7265833735804089,0.746736626419591,0.7140189664506736,0.7306810335493262
9,0.73777,0.73141,0.71842,0.74297,0.73111,0.7523000000000001,0.7558,0.7343999999999999,0.7528,0.7494,0.7323360000000001,0.74894,0.74139186115655,0.7564881388434501,0.7241064687861337,0.7405655312138665
10,0.74652,0.74431,0.73119,0.75342,0.74379,0.7612000000000001,0.7686,0.7498999999999999,0.7663,0.7689,0.7438459999999999,0.76298,0.7558820002817694,0.7700779997182305,0.7366459372224958,0.751046062777504
11,0.75557,0.74783,0.73467,0.75749,0.75486,0.7745000000000001,0.77,0.7581,0.7779,0.7743000000000001,0.750084,0.77096,0.7640585218974483,0.7778614781025517,0.7417122962307544,0.7584557037692455
12,0.76085,0.75454,0.73835,0.76248,0.76012,0.7759,0.7814,0.7669,0.7804000000000001,0.7815000000000001,0.755268,0.7772200000000001,0.7716675590953168,0.7827724409046835,0.7463971231549525,0.7641388768450476
13,0.76248,0.75829,0.74536,0.77078,0.75981,0.7893000000000001,0.7864,0.7735,0.7846,0.7878000000000001,0.7593440000000001,0.7843199999999999,0.7786917142929661,0.7899482857070337,0.7511281991260743,0.767559800873926
14,0.76711,0.75712,0.75419,0.76629,0.75703,0.7901,0.7904000000000001,0.7820999999999999,0.7925,0.7915000000000001,0.760348,0.78932,0.7856114153643202,0.7930285846356798,0.7550492816644022,0.7656467183355978
15,0.77468,0.76617,0.75548,0.7697,0.7617,0.7928000000000001,0.7942,0.7842,0.7914,0.7925,0.7655460000000002,0.79102,0.787495003546101,0.7945449964538989,0.7589552319112263,0.7721367680887741
16,0.77174,0.76836,0.7574,0.77532,0.76503,0.8012,0.7959,0.7878000000000001,0.7968000000000001,0.7997,0.76757,0.7962800000000001,0.7916275167920777,0.8009324832079225,0.7614388337161678,0.7737011662838321
17,0.77644,0.7676,0.75862,0.77887,0.7674,0.8017,0.7959,0.7878000000000001,0.8034,0.8036,0.769786,0.7984799999999999,0.7924549190876801,0.8045050809123196,0.7625479626969737,0.7770240373030263
18,0.77797,0.77166,0.7655,0.77903,0.77016,0.8061,0.8015000000000001,0.7917000000000001,0.8017,0.8024,0.772864,0.8006800000000001,0.7958906785449295,0.8054693214550707,0.7678225613164494,0.7779054386835506
19,0.77802,0.76916,0.766,0.7816,0.77194,0.8042,0.8112,0.7624,0.8039000000000001,0.8085,0.773344,0.7980400000000001,0.7800117333057224,0.8160682666942778,0.7676266943408631,0.779061305659137
20,0.78031,0.77635,0.76719,0.7801,0.77324,0.8078,0.8079000000000001,0.8015000000000001,0.8054000000000001,0.8073999999999999,0.7754380000000001,0.806,0.8035743042235269,0.8084256957764732,0.7705561339633293,0.7803198660366708
21,0.78083,0.77616,0.76537,0.77913,0.77453,0.8085,0.8026000000000001,0.7998999999999999,0.8051999999999999,0.8077,0.7752039999999999,0.8047799999999998,0.8015828762926653,0.8079771237073343,0.7698162152975456,0.7805917847024542
22,0.77807,0.77892,0.76836,0.78691,0.7722,0.8090999999999999,0.8112,0.8037000000000001,0.8064,0.8122,0.7768919999999999,0.80852,0.8053962842638934,0.8116437157361066,0.7705568491730661,0.7832271508269337
23,0.78041,0.77637,0.77025,0.78194,0.77677,0.8123999999999999,0.8099,0.7998999999999999,0.8083,0.8089,0.7771480000000001,0.8078799999999999,0.8036513359083511,0.8121086640916487,0.7730999268781309,0.7811960731218692
24,0.78586,0.77442,0.77101,0.78509,0.78018,0.8109999999999999,0.813,0.8064,0.8106,0.8090999999999999,0.779312,0.81002,0.8078232751651606,0.8122167248348393,0.7734832800719197,0.7851407199280803
25,0.78244,0.77968,0.77425,0.78126,0.77494,0.8128,0.8139,0.804,0.807,0.8101999999999999,0.778514,0.8095799999999999,0.8059137212326392,0.8132462787673606,0.7751892828691752,0.7818387171308249
